9.388256818056106567e-03,-3.600247576832771301e-02,-2.303269878029823303e-02,2.756310813128948212e-02,-3.300024569034576416e-02,3.089826181530952454e-02,5.776538513600826263e-03,-3.410728648304939270e-02,5.611214786767959595e-02,-2.393181808292865753e-02,-2.099408954381942749e-02,-6.043051183223724365e-02,2.747305261436849833e-04,1.647672802209854126e-02,2.606416121125221252e-02,1.589623466134071350e-02
5.407686531543731689e-02,4.843565821647644043e-02,3.082022257149219513e-02,1.200855523347854614e-02,-3.012945316731929779e-02,-2.222844958305358887e-02,1.560413837432861328e-02,-1.992550678551197052e-02,-3.480160981416702271e-02,-3.715119883418083191e-02,1.639524102210998535e-02,-3.466375544667243958e-02,7.900562882423400879e-02,6.185898557305335999e-03,4.066639766097068787e-02,5.199011787772178650e-02
6.678191572427749634e-02,1.289183460175991058e-02,-4.630897194147109985e-02,-3.835458680987358093e-02,3.243492916226387024e-02,6.948773283511400223e-03,-2.795822732150554657e-02,3.796739131212234497e-02,-4.119097813963890076e-02,-3.495387360453605652e-02,1.429970189929008484e-02,-4.206691309809684753e-02,3.552202135324478149e-02,4.193817451596260071e-02,3.363769873976707458e-02,-3.868875280022621155e-02
4.239219054579734802e-02,2.250981330871582031e-02,-1.911758258938789368e-02,4.183337092399597168e-02,-1.898223906755447388e-02,-1.786565291695296764e-03,2.562222443521022797e-02,-1.816732808947563171e-02,-3.091780003160238266e-03,1.476720441132783890e-02,7.805339060723781586e-03,2.146519348025321960e-02,4.540296271443367004e-02,9.353748522698879242e-03,-3.744042292237281799e-02,1.604893617331981659e-02
-6.052998453378677368e-02,1.559090055525302887e-02,-1.401977241039276123e-02,-2.033097296953201294e-02,-2.683386672288179398e-03,9.652850218117237091e-03,4.717691242694854736e-02,3.615676984190940857e-02,1.608796790242195129e-02,4.453250393271446228e-02,-1.334207481704652309e-03,4.535996913909912109e-02,-1.295120362192392349e-02,-3.835082054138183594e-02,8.657633326947689056e-03,-4.888958111405372620e-02
-8.898871950805187225e-03,-1.508939638733863831e-02,2.967805974185466766e-02,3.715852648019790649e-02,-6.854406092315912247e-04,-3.859365358948707581e-02,-4.756008088588714600e-02,-1.023254729807376862e-02,-1.090166158974170685e-02,4.399320110678672791e-03,-7.397833280265331268e-03,-3.264497593045234680e-02,4.332335293292999268e-02,-2.636430785059928894e-02,-3.401768207550048828e-02,2.981939725577831268e-02
2.613395825028419495e-02,1.247587241232395172e-02,-4.760889708995819092e-02,1.417927537113428116e-02,4.045925661921501160e-02,-5.683238152414560318e-03,1.753636077046394348e-02,-4.025147110223770142e-02,-3.446663543581962585e-02,3.706159815192222595e-02,-3.555096313357353210e-02,2.235516719520092010e-02,-5.115472152829170227e-02,-5.125195160508155823e-02,-7.359362673014402390e-03,-2.450103685259819031e-02
4.420674219727516174e-02,5.495214462280273438e-02,-7.942506112158298492e-03,3.618923947215080261e-02,-2.697413787245750427e-02,2.425862662494182587e-02,-4.498245660215616226e-03,-3.831279650330543518e-02,1.181656215339899063e-02,6.058386643417179585e-04,-7.483883295208215714e-03,-2.896227687597274780e-02,1.847193762660026550e-02,-5.095043033361434937e-02,4.065696150064468384e-02,4.437857121229171753e-02
-3.857741877436637878e-02,2.639867365360260010e-02,3.549509122967720032e-02,-2.548893354833126068e-02,-2.522692084312438965e-02,3.533020243048667908e-02,-5.488683283329010010e-02,1.517648808658123016e-02,-1.926101930439472198e-02,2.851115725934505463e-02,7.156925275921821594e-03,8.428484201431274414e-03,3.148623928427696228e-02,-4.958321526646614075e-02,4.956685006618499756e-02,-1.016186084598302841e-02
-3.123792633414268494e-02,1.754345931112766266e-02,4.473567754030227661e-02,-3.323680162429809570e-02,-2.847426384687423706e-02,-2.330646291375160217e-02,-1.276667322963476181e-02,-2.944922819733619690e-02,-7.126887328922748566e-03,-7.375930901616811752e-03,6.927996128797531128e-02,2.596415579319000244e-02,2.921998687088489532e-02,1.519272476434707642e-02,-5.571691319346427917e-02,-2.214373834431171417e-02
-2.634460479021072388e-02,-8.699044585227966309e-03,2.580312453210353851e-02,-2.697333693504333496e-02,3.366159647703170776e-02,-3.484146669507026672e-02,-2.425464615225791931e-02,4.062995314598083496e-02,1.003766339272260666e-02,2.728438191115856171e-02,-3.338719904422760010e-02,3.527567908167839050e-02,2.858754806220531464e-02,2.766435034573078156e-02,-1.072886306792497635e-02,6.712068803608417511e-03
-1.554282009601593018e-02,3.252824768424034119e-02,-4.148747771978378296e-02,4.799109697341918945e-02,1.770190708339214325e-02,-3.596697375178337097e-02,2.932495996356010437e-02,7.273967843502759933e-03,-3.673697635531425476e-02,1.234096474945545197e-02,-1.710415259003639221e-02,-2.995016053318977356e-02,2.322911657392978668e-02,3.083157166838645935e-02,4.700836166739463806e-02,3.656611591577529907e-02
1.695002429187297821e-02,-5.209748074412345886e-02,1.424574386328458786e-02,3.229233995079994202e-02,2.134315436705946922e-03,1.387043949216604233e-02,-3.512892639264464378e-03,7.570783607661724091e-03,1.822101883590221405e-02,1.772038452327251434e-02,-1.143301464617252350e-02,-4.396139830350875854e-02,-2.826661057770252228e-02,-1.990138925611972809e-02,-1.022794935852289200e-02,-2.848066762089729309e-02
-5.008544772863388062e-02,-6.848137825727462769e-03,2.183123119175434113e-02,-5.586322396993637085e-03,1.523741427809000015e-02,-1.454172469675540924e-02,2.528748940676450729e-03,-5.411080271005630493e-02,-6.387227773666381836e-02,2.851721644401550293e-02,1.018915511667728424e-02,-5.157379433512687683e-02,-4.533479735255241394e-02,-1.651394413784146309e-03,4.824809357523918152e-02,-4.599424824118614197e-02
2.226560190320014954e-02,4.569460079073905945e-02,4.839137569069862366e-02,5.163304135203361511e-02,1.426595728844404221e-02,1.041194889694452286e-02,4.972270131111145020e-02,-1.765377447009086609e-02,3.075843304395675659e-02,-7.771173492074012756e-03,2.243355102837085724e-02,-2.484988979995250702e-02,3.870332613587379456e-02,-6.207227334380149841e-02,-2.544192969799041748e-02,4.720661416649818420e-02
-3.048073733225464821e-03,-4.569435119628906250e-02,-3.573616268113255501e-03,3.233973681926727295e-02,1.409079600125551224e-02,4.109474644064903259e-02,1.180040184408426285e-03,5.720870569348335266e-02,1.703790202736854553e-02,-4.481822997331619263e-02,9.894516551867127419e-04,2.382020698860287666e-03,-7.022309117019176483e-03,3.375186026096343994e-02,4.165870696306228638e-02,1.500314194709062576e-02
-1.669940352439880371e-02,-2.664518833626061678e-04,2.372960001230239868e-02,-5.188563838601112366e-02,-6.194253452122211456e-03,-3.908851183950901031e-03,7.968359626829624176e-03,6.158568710088729858e-02,-6.048607081174850464e-02,-4.902429878711700439e-03,2.165600843727588654e-02,4.306065291166305542e-02,-4.127942025661468506e-02,6.545468419790267944e-02,-2.464058808982372284e-02,-8.173803798854351044e-03
-1.501046773046255112e-02,2.079976908862590790e-02,4.758732393383979797e-02,-4.115788638591766357e-02,3.642450645565986633e-02,1.840943656861782074e-02,-3.636642917990684509e-02,-5.609966814517974854e-02,4.991830792278051376e-03,-2.994771115481853485e-02,-6.806295830756425858e-03,2.676566131412982941e-02,-3.596737235784530640e-02,-4.083448275923728943e-02,9.563117288053035736e-03,3.922417759895324707e-02
1.655428321100771427e-03,3.271637856960296631e-02,2.390405163168907166e-02,-3.429243713617324829e-02,2.760770730674266815e-03,2.051740512251853943e-02,-1.360459439456462860e-02,5.700561683624982834e-03,-3.083841502666473389e-02,4.998809844255447388e-02,1.193287130445241928e-02,-4.138794168829917908e-02,2.143628150224685669e-02,2.699868194758892059e-02,7.643128745257854462e-03,1.547197345644235611e-02
